player_id,matches_won,matches_lost,grand_slam_matches_won,grand_slam_matches_lost,tour_finals_matches_won,tour_finals_matches_lost,alt_finals_matches_won,alt_finals_matches_lost,masters_matches_won,masters_matches_lost,olympics_matches_won,olympics_matches_lost,atp500_matches_won,atp500_matches_lost,atp250_matches_won,atp250_matches_lost,best_of_3_matches_won,best_of_3_matches_lost,best_of_5_matches_won,best_of_5_matches_lost,hard_matches_won,hard_matches_lost,clay_matches_won,clay_matches_lost,grass_matches_won,grass_matches_lost,carpet_matches_won,carpet_matches_lost,outdoor_matches_won,outdoor_matches_lost,indoor_matches_won,indoor_matches_lost,deciding_sets_won,deciding_sets_lost,fifth_sets_won,fifth_sets_lost,finals_won,finals_lost
5927,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,,,,,,
2332,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,
6295,1.0,5.0,,,,,,,,,,,,,,,0.0,2.0,1.0,3.0,1.0,5.0,,,,,,,1.0,5.0,,,,,,,,
2652,17.0,48.0,3.0,6.0,,,,,1.0,3.0,,,1.0,11.0,12.0,28.0,14.0,42.0,3.0,6.0,8.0,21.0,4.0,15.0,5.0,8.0,0.0,4.0,16.0,36.0,1.0,12.0,7.0,15.0,1.0,1.0,,
2993,4.0,4.0,,,,,,,,,,,,,,,1.0,0.0,3.0,4.0,2.0,2.0,2.0,2.0,,,,,4.0,4.0,,,2.0,2.0,2.0,2.0,,
4518,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,,,,,,
3770,2.0,4.0,,,,,,,,,,,,,,,1.0,0.0,1.0,4.0,2.0,2.0,,,0.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,,
3460,1.0,1.0,,,,,,,,,,,0.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,0.0,0.0,1.0,,,,,,
1262,3.0,11.0,,,,,,,1.0,3.0,,,0.0,1.0,2.0,7.0,3.0,11.0,,,1.0,6.0,0.0,2.0,,,2.0,3.0,1.0,8.0,2.0,3.0,0.0,6.0,,,,
3206,341.0,247.0,78.0,43.0,3.0,2.0,,,86.0,74.0,3.0,1.0,24.0,22.0,128.0,94.0,248.0,194.0,93.0,53.0,172.0,133.0,88.0,63.0,49.0,26.0,32.0,25.0,252.0,184.0,89.0,63.0,82.0,110.0,15.0,15.0,4.0,9.0
1578,8.0,14.0,,,,,,,,,,,0.0,1.0,8.0,13.0,8.0,14.0,,,0.0,1.0,7.0,12.0,,,1.0,1.0,7.0,13.0,1.0,1.0,1.0,1.0,,,,
1143,7.0,20.0,2.0,3.0,,,,,0.0,2.0,,,1.0,3.0,4.0,12.0,5.0,16.0,2.0,4.0,0.0,2.0,5.0,12.0,2.0,3.0,0.0,3.0,7.0,17.0,0.0,3.0,4.0,4.0,,,,
913,10.0,22.0,1.0,2.0,,,,,0.0,1.0,,,0.0,4.0,9.0,15.0,9.0,19.0,1.0,3.0,4.0,10.0,2.0,7.0,3.0,4.0,1.0,1.0,9.0,18.0,1.0,4.0,1.0,5.0,,,,
6010,2.0,5.0,,,,,,,,,,,,,,,0.0,2.0,2.0,3.0,2.0,1.0,0.0,3.0,,,0.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,,,,
2400,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,,,,,,
5461,1.0,2.0,,,,,,,,,,,,,1.0,2.0,1.0,2.0,,,0.0,1.0,1.0,1.0,,,,,1.0,1.0,0.0,1.0,1.0,0.0,,,,
2610,385.0,273.0,51.0,36.0,1.0,4.0,,,109.0,77.0,1.0,2.0,57.0,46.0,147.0,99.0,321.0,232.0,64.0,41.0,104.0,106.0,271.0,137.0,2.0,7.0,8.0,23.0,367.0,229.0,18.0,44.0,113.0,96.0,10.0,13.0,12.0,8.0
4884,7.0,5.0,,,,,,,,,,,,,,,5.0,4.0,2.0,1.0,5.0,4.0,2.0,1.0,,,,,7.0,5.0,,,1.0,2.0,0.0,1.0,,
4154,48.0,79.0,7.0,11.0,,,,,0.0,6.0,,,4.0,7.0,25.0,43.0,35.0,59.0,13.0,20.0,24.0,39.0,21.0,32.0,3.0,7.0,0.0,1.0,45.0,72.0,3.0,7.0,15.0,27.0,5.0,3.0,,
1461,1.0,5.0,0.0,2.0,,,,,,,,,,,1.0,3.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,,,0.0,3.0,1.0,2.0,0.0,1.0,,,,
1694,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,0.0,1.0,,,,
6986,12.0,28.0,0.0,1.0,,,,,2.0,3.0,,,0.0,1.0,8.0,22.0,11.0,26.0,1.0,2.0,,,11.0,28.0,,,1.0,0.0,11.0,28.0,1.0,0.0,3.0,5.0,,,,
1312,48.0,78.0,3.0,11.0,,,,,6.0,9.0,,,8.0,18.0,31.0,40.0,45.0,67.0,3.0,11.0,33.0,51.0,1.0,10.0,5.0,7.0,9.0,10.0,37.0,63.0,11.0,15.0,16.0,24.0,1.0,1.0,1.0,0.0
6491,2.0,7.0,,,,,,,0.0,1.0,,,,,1.0,4.0,1.0,5.0,1.0,2.0,,,1.0,5.0,,,0.0,2.0,2.0,5.0,0.0,2.0,1.0,0.0,,,,
6374,0.0,2.0,,,,,,,,,,,,,,,0.0,2.0,,,0.0,2.0,,,,,,,0.0,2.0,,,0.0,1.0,,,,
3566,187.0,221.0,34.0,52.0,,,,,35.0,60.0,1.0,1.0,10.0,22.0,103.0,79.0,151.0,167.0,36.0,54.0,113.0,135.0,20.0,40.0,44.0,29.0,10.0,17.0,123.0,162.0,64.0,59.0,42.0,58.0,5.0,6.0,5.0,5.0
2301,2.0,4.0,,,,,,,1.0,2.0,,,0.0,1.0,0.0,1.0,2.0,4.0,,,2.0,3.0,,,0.0,1.0,,,2.0,4.0,,,2.0,0.0,,,,
1617,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,0.0,1.0,,,,,,,0.0,1.0,,,0.0,1.0,,,,
1940,2.0,6.0,,,,,,,,,,,,,,,1.0,3.0,1.0,3.0,,,2.0,2.0,,,0.0,4.0,2.0,2.0,0.0,4.0,0.0,2.0,,,,
980,0.0,5.0,,,,,,,,,,,,,0.0,4.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,,,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,,,,
1787,0.0,2.0,0.0,1.0,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,,,,
4915,2.0,2.0,,,,,,,,,,,,,,,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,,,,,2.0,2.0,,,1.0,0.0,,,,
5263,1.0,5.0,1.0,2.0,,,,,,,,,,,0.0,3.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,,,,,1.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0,,
1163,0.0,4.0,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,,,0.0,2.0,,,0.0,2.0,0.0,2.0,0.0,2.0,,,,,,
2307,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,
2147,9.0,15.0,,,,,,,,,,,0.0,2.0,6.0,9.0,8.0,12.0,1.0,3.0,2.0,4.0,7.0,10.0,,,0.0,1.0,9.0,14.0,0.0,1.0,4.0,7.0,0.0,1.0,,
2544,4.0,5.0,,,,,,,,,,,,,,,2.0,0.0,2.0,5.0,,,4.0,5.0,,,,,4.0,5.0,,,0.0,2.0,0.0,2.0,,
4929,1.0,3.0,,,,,,,,,,,,,,,1.0,3.0,,,0.0,3.0,1.0,0.0,,,,,1.0,3.0,,,0.0,1.0,,,,
2796,244.0,177.0,34.0,24.0,0.0,3.0,,,30.0,34.0,2.0,1.0,33.0,24.0,135.0,78.0,200.0,150.0,44.0,27.0,113.0,84.0,109.0,71.0,7.0,8.0,15.0,14.0,209.0,140.0,35.0,37.0,68.0,58.0,8.0,8.0,12.0,6.0
2015,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,0.0,1.0,,,,
3642,0.0,2.0,,,,,,,,,,,,,0.0,1.0,0.0,2.0,,,0.0,1.0,,,0.0,1.0,,,0.0,2.0,,,,,,,,
6123,3.0,6.0,0.0,1.0,,,,,,,,,,,3.0,5.0,3.0,5.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,,,3.0,5.0,0.0,1.0,0.0,2.0,,,,
1007,10.0,27.0,,,,,,,,,,,3.0,4.0,7.0,23.0,10.0,27.0,,,1.0,4.0,7.0,22.0,,,2.0,1.0,8.0,25.0,2.0,2.0,4.0,9.0,,,,
5232,1.0,5.0,,,,,,,,,,,,,,,1.0,3.0,0.0,2.0,1.0,3.0,,,,,,,1.0,5.0,,,1.0,0.0,,,,
3077,22.0,22.0,1.0,4.0,,,,,,,0.0,1.0,0.0,2.0,0.0,6.0,6.0,12.0,16.0,10.0,4.0,10.0,16.0,6.0,0.0,3.0,2.0,3.0,20.0,18.0,2.0,4.0,4.0,3.0,3.0,2.0,,
5349,110.0,129.0,19.0,25.0,,,,,14.0,22.0,2.0,2.0,12.0,15.0,57.0,62.0,91.0,103.0,19.0,26.0,80.0,87.0,18.0,26.0,12.0,16.0,,,89.0,108.0,21.0,21.0,42.0,47.0,2.0,8.0,1.0,2.0
4579,1.0,9.0,,,,,,,,,,,,,,,,,1.0,9.0,0.0,4.0,1.0,5.0,,,,,1.0,9.0,,,0.0,2.0,0.0,2.0,,
5323,0.0,4.0,,,,,,,,,,,,,0.0,2.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,,,,,0.0,3.0,0.0,1.0,0.0,1.0,,,,
3164,0.0,2.0,,,,,,,,,,,,,0.0,2.0,0.0,2.0,,,,,,,,,0.0,2.0,,,0.0,2.0,,,,,,
1982,1.0,3.0,1.0,1.0,,,,,,,,,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,,,1.0,3.0,,,,,1.0,3.0,,,,,,,,
6768,17.0,15.0,,,,,,,,,,,,,,,5.0,5.0,12.0,10.0,12.0,10.0,2.0,2.0,,,3.0,3.0,14.0,12.0,3.0,3.0,0.0,1.0,0.0,1.0,,
3735,7.0,13.0,,,,,,,,,,,,,2.0,8.0,7.0,12.0,0.0,1.0,2.0,4.0,2.0,9.0,,,3.0,0.0,3.0,11.0,4.0,2.0,3.0,1.0,,,,
1992,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,,,,,,
6787,0.0,2.0,,,,,,,,,,,,,0.0,2.0,0.0,2.0,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,,,,
1920,61.0,81.0,7.0,15.0,,,,,4.0,5.0,,,9.0,16.0,40.0,44.0,53.0,66.0,8.0,15.0,37.0,48.0,7.0,12.0,10.0,11.0,7.0,10.0,50.0,59.0,11.0,22.0,26.0,27.0,1.0,5.0,0.0,3.0
3287,4.0,3.0,,,,,,,,,,,,,0.0,1.0,1.0,1.0,3.0,2.0,,,4.0,3.0,,,,,4.0,3.0,,,2.0,2.0,2.0,1.0,,
2998,201.0,196.0,25.0,31.0,,,,,46.0,41.0,,,30.0,27.0,98.0,90.0,175.0,161.0,26.0,35.0,161.0,126.0,10.0,37.0,23.0,21.0,7.0,12.0,152.0,152.0,49.0,44.0,63.0,58.0,3.0,6.0,3.0,4.0
5947,9.0,7.0,,,,,,,,,,,,,,,0.0,1.0,9.0,6.0,7.0,3.0,2.0,2.0,,,,,9.0,7.0,,,1.0,1.0,1.0,1.0,,
1216,24.0,27.0,2.0,3.0,,,,,0.0,2.0,,,0.0,1.0,6.0,13.0,12.0,17.0,12.0,10.0,8.0,13.0,10.0,6.0,1.0,3.0,5.0,5.0,17.0,20.0,7.0,7.0,11.0,10.0,5.0,3.0,,
1685,21.0,36.0,1.0,6.0,,,,,2.0,4.0,,,1.0,4.0,17.0,22.0,20.0,30.0,1.0,6.0,5.0,8.0,13.0,21.0,1.0,3.0,2.0,4.0,19.0,32.0,2.0,4.0,6.0,10.0,0.0,3.0,,
6426,1.0,4.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,3.0,,,1.0,4.0,,,,,1.0,4.0,,,,,,,,
2528,1.0,2.0,,,,,,,,,,,,,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,,,
3171,90.0,131.0,12.0,23.0,,,,,4.0,10.0,,,9.0,13.0,59.0,75.0,74.0,99.0,16.0,32.0,34.0,52.0,24.0,38.0,23.0,26.0,9.0,15.0,66.0,99.0,24.0,32.0,30.0,42.0,4.0,5.0,0.0,4.0
1008,1.0,4.0,,,,,,,,,,,0.0,2.0,1.0,2.0,1.0,4.0,,,0.0,2.0,1.0,1.0,,,0.0,1.0,1.0,3.0,0.0,1.0,,,,,,
5577,18.0,34.0,0.0,3.0,,,,,,,,,0.0,4.0,16.0,22.0,17.0,27.0,1.0,7.0,2.0,13.0,16.0,21.0,,,,,18.0,28.0,0.0,6.0,9.0,10.0,0.0,1.0,,
6348,0.0,5.0,0.0,3.0,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,2.0,,,,,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,,
5292,2.0,2.0,,,,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,2.0,2.0,,,,,2.0,2.0,,,0.0,1.0,,,,
5986,119.0,131.0,16.0,25.0,,,,,13.0,22.0,0.0,1.0,8.0,16.0,66.0,57.0,91.0,99.0,28.0,32.0,78.0,87.0,30.0,35.0,10.0,8.0,,,90.0,103.0,29.0,28.0,45.0,38.0,6.0,6.0,3.0,1.0
1098,380.0,291.0,66.0,48.0,1.0,2.0,1.0,2.0,84.0,77.0,5.0,3.0,60.0,50.0,143.0,100.0,296.0,226.0,84.0,65.0,147.0,95.0,99.0,91.0,46.0,32.0,88.0,73.0,242.0,198.0,138.0,93.0,106.0,92.0,18.0,10.0,11.0,8.0
4156,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,
7115,7.0,12.0,1.0,1.0,,,,,1.0,2.0,,,1.0,1.0,4.0,8.0,3.0,5.0,4.0,7.0,3.0,8.0,1.0,2.0,3.0,2.0,,,7.0,12.0,,,0.0,1.0,,,,
1929,8.0,15.0,1.0,1.0,,,,,1.0,1.0,,,0.0,1.0,6.0,12.0,7.0,14.0,1.0,1.0,2.0,5.0,1.0,3.0,,,5.0,7.0,3.0,8.0,5.0,7.0,2.0,4.0,,,,
5398,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,0.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,
5156,1.0,3.0,0.0,1.0,,,,,,,,,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,,,,,1.0,3.0,,,,,,,,
2198,8.0,21.0,1.0,6.0,,,,,3.0,1.0,,,2.0,5.0,2.0,9.0,7.0,15.0,1.0,6.0,4.0,14.0,0.0,1.0,2.0,4.0,2.0,2.0,6.0,19.0,2.0,2.0,4.0,5.0,,,,
2180,1.0,6.0,0.0,1.0,,,,,,,,,,,1.0,5.0,1.0,5.0,0.0,1.0,,,1.0,6.0,,,,,1.0,6.0,,,1.0,0.0,,,,
6122,2.0,4.0,,,,,,,,,,,,,,,2.0,1.0,0.0,3.0,2.0,4.0,,,,,,,2.0,4.0,,,,,,,,
3490,38.0,59.0,1.0,10.0,,,,,0.0,3.0,,,6.0,9.0,31.0,37.0,37.0,49.0,1.0,10.0,1.0,11.0,37.0,41.0,0.0,7.0,,,38.0,59.0,,,14.0,17.0,1.0,2.0,1.0,0.0
6310,0.0,3.0,0.0,2.0,,,,,,,,,,,,,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,,,,,0.0,3.0,,,,,,,,
6155,1.0,2.0,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,1.0,2.0,,,,,,,,
4602,0.0,2.0,,,,,,,,,,,,,,,,,0.0,2.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,
7014,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,
7042,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,
5326,8.0,9.0,,,,,,,,,,,,,,,4.0,5.0,4.0,4.0,6.0,6.0,1.0,3.0,,,,,8.0,9.0,,,2.0,2.0,,,,
1231,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,
1276,190.0,180.0,14.0,21.0,,,,,21.0,23.0,,,16.0,23.0,134.0,106.0,170.0,154.0,20.0,26.0,24.0,34.0,164.0,134.0,0.0,6.0,2.0,6.0,185.0,166.0,5.0,14.0,54.0,57.0,4.0,3.0,4.0,2.0
6937,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,,,0.0,1.0,,,0.0,1.0,,,,,,,,
3900,383.0,192.0,86.0,36.0,6.0,6.0,,,113.0,69.0,2.0,2.0,32.0,22.0,119.0,48.0,272.0,147.0,111.0,45.0,187.0,98.0,138.0,69.0,31.0,14.0,27.0,11.0,297.0,158.0,86.0,34.0,93.0,73.0,16.0,13.0,11.0,12.0
6936,0.0,5.0,0.0,1.0,,,,,,,,,,,0.0,4.0,0.0,4.0,0.0,1.0,,,,,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,,,,
2897,2.0,5.0,,,,,,,,,,,0.0,1.0,2.0,4.0,2.0,5.0,,,2.0,5.0,,,,,,,2.0,5.0,,,1.0,1.0,,,,
1900,154.0,182.0,22.0,31.0,,,0.0,1.0,16.0,28.0,,,13.0,26.0,98.0,93.0,130.0,147.0,24.0,35.0,53.0,74.0,53.0,61.0,15.0,13.0,33.0,34.0,111.0,127.0,43.0,55.0,42.0,69.0,5.0,8.0,3.0,4.0
3948,2.0,7.0,0.0,1.0,,,,,0.0,1.0,,,2.0,3.0,0.0,2.0,2.0,6.0,0.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,,,2.0,7.0,,,1.0,1.0,,,,
1721,5.0,9.0,1.0,1.0,,,,,0.0,2.0,,,,,4.0,6.0,4.0,8.0,1.0,1.0,0.0,1.0,5.0,8.0,,,,,5.0,9.0,,,5.0,4.0,1.0,1.0,,
1251,22.0,40.0,8.0,10.0,,,,,1.0,8.0,,,1.0,4.0,12.0,18.0,14.0,28.0,8.0,12.0,5.0,17.0,7.0,11.0,2.0,3.0,8.0,9.0,13.0,26.0,9.0,14.0,8.0,16.0,1.0,3.0,,
7154,1.0,7.0,0.0,1.0,,,,,,,,,,,1.0,6.0,1.0,6.0,0.0,1.0,,,0.0,1.0,1.0,3.0,0.0,3.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,1.0,,
1549,67.0,116.0,10.0,22.0,,,,,8.0,13.0,,,11.0,14.0,38.0,66.0,57.0,93.0,10.0,23.0,30.0,48.0,27.0,45.0,2.0,9.0,8.0,14.0,53.0,93.0,14.0,23.0,27.0,38.0,3.0,6.0,,
4732,63.0,103.0,10.0,23.0,,,,,2.0,9.0,,,13.0,17.0,37.0,52.0,52.0,79.0,11.0,24.0,36.0,62.0,16.0,28.0,11.0,13.0,,,46.0,77.0,17.0,26.0,12.0,30.0,2.0,4.0,,
5053,8.0,7.0,,,,,,,,,,,,,0.0,3.0,1.0,3.0,7.0,4.0,2.0,3.0,6.0,4.0,,,,,8.0,6.0,0.0,1.0,1.0,2.0,1.0,1.0,,
2777,0.0,2.0,,,,,,,,,,,,,0.0,1.0,0.0,2.0,,,,,0.0,1.0,,,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,
3602,370.0,202.0,74.0,40.0,2.0,3.0,,,86.0,67.0,10.0,2.0,35.0,27.0,130.0,53.0,277.0,150.0,93.0,52.0,164.0,106.0,167.0,70.0,23.0,14.0,16.0,12.0,322.0,165.0,48.0,37.0,108.0,77.0,14.0,15.0,10.0,11.0
6574,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,
4676,5.0,5.0,,,,,,,,,,,0.0,1.0,0.0,1.0,4.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,0.0,1.0,,,5.0,5.0,,,2.0,0.0,,,,
1991,66.0,54.0,4.0,6.0,,,,,3.0,7.0,,,8.0,8.0,28.0,28.0,43.0,43.0,23.0,11.0,22.0,25.0,44.0,24.0,0.0,4.0,0.0,1.0,66.0,53.0,0.0,1.0,23.0,17.0,4.0,3.0,1.0,1.0
1889,244.0,236.0,56.0,46.0,,,1.0,2.0,23.0,38.0,2.0,2.0,49.0,39.0,107.0,103.0,186.0,185.0,58.0,51.0,148.0,131.0,22.0,37.0,45.0,31.0,29.0,37.0,196.0,176.0,48.0,60.0,81.0,58.0,10.0,9.0,2.0,7.0
1081,1.0,2.0,,,,,,,,,,,,,1.0,2.0,1.0,2.0,,,,,1.0,2.0,,,,,1.0,2.0,,,1.0,2.0,,,,
1315,1.0,2.0,,,,,,,,,,,,,1.0,2.0,1.0,2.0,,,,,1.0,2.0,,,,,1.0,2.0,,,0.0,1.0,,,,
4885,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,,,,,0.0,1.0,,,0.0,1.0,,,0.0,1.0,,,,
788,2.0,1.0,,,,,,,,,,,2.0,1.0,,,2.0,1.0,,,2.0,1.0,,,,,,,2.0,1.0,,,,,,,,
3264,128.0,118.0,15.0,18.0,0.0,3.0,,,16.0,21.0,,,14.0,9.0,76.0,64.0,109.0,98.0,19.0,20.0,16.0,30.0,108.0,76.0,0.0,4.0,4.0,8.0,121.0,105.0,7.0,13.0,35.0,35.0,5.0,3.0,3.0,7.0
1198,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,
2190,1.0,5.0,,,,,,,,,,,,,0.0,1.0,1.0,3.0,0.0,2.0,,,1.0,4.0,,,0.0,1.0,1.0,4.0,0.0,1.0,,,,,,
853,9.0,10.0,,,,,,,,,0.0,1.0,,,2.0,2.0,5.0,4.0,4.0,6.0,7.0,8.0,2.0,2.0,,,,,9.0,10.0,,,3.0,3.0,1.0,2.0,,
2178,0.0,2.0,,,,,,,,,,,,,0.0,2.0,0.0,2.0,,,0.0,1.0,0.0,1.0,,,,,0.0,2.0,,,0.0,1.0,,,,
5248,5.0,0.0,,,,,,,,,,,,,,,,,5.0,0.0,,,5.0,0.0,,,,,5.0,0.0,,,,,,,,
1816,32.0,54.0,3.0,8.0,,,,,5.0,6.0,,,10.0,14.0,14.0,26.0,29.0,46.0,3.0,8.0,19.0,33.0,9.0,12.0,3.0,5.0,1.0,4.0,30.0,46.0,2.0,8.0,16.0,15.0,1.0,1.0,,
6523,0.0,2.0,,,,,,,,,,,,,0.0,2.0,0.0,2.0,,,,,0.0,2.0,,,,,0.0,2.0,,,,,,,,
1619,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,0.0,1.0,,,,,,,0.0,1.0,,,0.0,1.0,,,,
4590,9.0,9.0,,,,,,,,,,,,,,,4.0,3.0,5.0,6.0,2.0,3.0,6.0,5.0,,,1.0,0.0,8.0,9.0,1.0,0.0,4.0,3.0,3.0,2.0,,
4010,1.0,11.0,1.0,6.0,,,,,,,,,0.0,1.0,0.0,4.0,0.0,5.0,1.0,6.0,0.0,5.0,1.0,6.0,,,,,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,,
799,26.0,43.0,2.0,2.0,,,,,0.0,1.0,,,1.0,1.0,23.0,38.0,24.0,41.0,2.0,2.0,1.0,1.0,25.0,42.0,,,,,26.0,43.0,,,8.0,15.0,1.0,0.0,,
1696,2.0,9.0,,,,,,,0.0,1.0,,,,,2.0,8.0,2.0,9.0,,,,,2.0,9.0,,,,,2.0,9.0,,,1.0,3.0,,,,
5658,29.0,55.0,0.0,8.0,,,,,0.0,2.0,1.0,1.0,2.0,5.0,21.0,29.0,25.0,40.0,4.0,15.0,4.0,22.0,23.0,29.0,0.0,3.0,1.0,0.0,26.0,50.0,3.0,5.0,10.0,16.0,1.0,4.0,,
1815,0.0,2.0,,,,,,,,,,,,,0.0,2.0,0.0,2.0,,,,,0.0,2.0,,,,,0.0,2.0,,,,,,,,
1044,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,,,,,,
1912,6.0,12.0,0.0,2.0,,,,,1.0,1.0,,,,,4.0,6.0,5.0,7.0,1.0,5.0,2.0,2.0,3.0,9.0,,,1.0,1.0,5.0,11.0,1.0,1.0,2.0,2.0,,,,
5579,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,,,0.0,1.0,,,0.0,1.0,,,,,,,,
4903,23.0,24.0,,,,,,,,,,,,,2.0,7.0,11.0,11.0,12.0,13.0,17.0,16.0,4.0,3.0,,,2.0,1.0,21.0,23.0,2.0,1.0,2.0,7.0,1.0,3.0,,
4329,57.0,93.0,5.0,17.0,,,,,4.0,10.0,,,1.0,13.0,47.0,53.0,52.0,76.0,5.0,17.0,34.0,70.0,4.0,7.0,19.0,16.0,,,54.0,77.0,3.0,16.0,18.0,26.0,0.0,5.0,2.0,1.0
4466,20.0,19.0,0.0,1.0,,,,,,,0.0,1.0,,,5.0,9.0,10.0,12.0,10.0,7.0,3.0,5.0,17.0,14.0,,,,,20.0,18.0,0.0,1.0,4.0,2.0,3.0,0.0,,
1835,23.0,35.0,3.0,4.0,,,,,1.0,3.0,,,2.0,6.0,17.0,22.0,20.0,31.0,3.0,4.0,3.0,9.0,1.0,5.0,12.0,11.0,7.0,10.0,16.0,24.0,7.0,11.0,8.0,8.0,1.0,0.0,,
1242,41.0,79.0,5.0,8.0,,,,,7.0,13.0,,,9.0,17.0,20.0,41.0,36.0,69.0,5.0,10.0,27.0,55.0,3.0,5.0,7.0,8.0,4.0,11.0,35.0,65.0,6.0,14.0,12.0,29.0,1.0,2.0,,
1365,30.0,46.0,1.0,5.0,,,,,3.0,4.0,,,5.0,7.0,8.0,24.0,16.0,35.0,14.0,11.0,18.0,25.0,6.0,7.0,1.0,5.0,5.0,9.0,25.0,36.0,5.0,10.0,10.0,8.0,3.0,0.0,,
4632,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,0.0,,,,
6589,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,
