player_id,matches_won,matches_lost,grand_slam_matches_won,grand_slam_matches_lost,tour_finals_matches_won,tour_finals_matches_lost,alt_finals_matches_won,alt_finals_matches_lost,masters_matches_won,masters_matches_lost,olympics_matches_won,olympics_matches_lost,atp500_matches_won,atp500_matches_lost,atp250_matches_won,atp250_matches_lost,best_of_3_matches_won,best_of_3_matches_lost,best_of_5_matches_won,best_of_5_matches_lost,hard_matches_won,hard_matches_lost,clay_matches_won,clay_matches_lost,grass_matches_won,grass_matches_lost,carpet_matches_won,carpet_matches_lost,outdoor_matches_won,outdoor_matches_lost,indoor_matches_won,indoor_matches_lost,deciding_sets_won,deciding_sets_lost,fifth_sets_won,fifth_sets_lost,finals_won,finals_lost
4414,1.0,2.0,,,,,,,,,,,,,0.0,2.0,1.0,2.0,,,1.0,0.0,,,0.0,2.0,,,1.0,2.0,,,0.0,1.0,,,,
2354,0.0,5.0,,,,,,,,,,,0.0,1.0,0.0,4.0,0.0,5.0,,,,,0.0,2.0,,,0.0,3.0,0.0,2.0,0.0,3.0,,,,,,
3623,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,
1061,286.0,223.0,36.0,28.0,0.0,1.0,1.0,1.0,59.0,61.0,3.0,1.0,46.0,40.0,137.0,86.0,244.0,186.0,42.0,37.0,123.0,101.0,144.0,93.0,3.0,3.0,16.0,26.0,262.0,185.0,24.0,38.0,97.0,88.0,7.0,7.0,5.0,11.0
5801,47.0,72.0,16.0,17.0,,,,,5.0,11.0,0.0,1.0,4.0,9.0,22.0,34.0,31.0,55.0,16.0,17.0,30.0,43.0,9.0,21.0,8.0,8.0,,,45.0,64.0,2.0,8.0,12.0,22.0,5.0,1.0,1.0,1.0
3872,2.0,7.0,,,,,,,,,,,,,,,0.0,3.0,2.0,4.0,1.0,3.0,1.0,4.0,,,,,2.0,7.0,,,2.0,0.0,2.0,0.0,,
1893,0.0,4.0,,,,,,,,,,,,,0.0,2.0,0.0,4.0,,,0.0,1.0,0.0,3.0,,,,,0.0,4.0,,,,,,,,
5023,9.0,17.0,,,,,,,,,,,,,1.0,10.0,3.0,11.0,6.0,6.0,6.0,15.0,3.0,1.0,,,,,9.0,17.0,,,7.0,5.0,5.0,2.0,,
1937,3.0,11.0,,,,,,,0.0,2.0,,,2.0,2.0,1.0,7.0,3.0,11.0,,,2.0,8.0,,,1.0,2.0,0.0,1.0,3.0,10.0,0.0,1.0,3.0,5.0,,,,
1392,2.0,9.0,,,,,,,,,,,0.0,2.0,2.0,7.0,2.0,9.0,,,2.0,6.0,0.0,2.0,,,0.0,1.0,2.0,8.0,0.0,1.0,0.0,4.0,,,,
3356,73.0,98.0,10.0,13.0,,,,,5.0,15.0,,,17.0,14.0,38.0,47.0,61.0,77.0,12.0,21.0,39.0,50.0,18.0,29.0,11.0,10.0,5.0,9.0,61.0,79.0,12.0,19.0,20.0,35.0,0.0,5.0,0.0,2.0
6384,3.0,4.0,,,,,,,,,,,0.0,1.0,3.0,3.0,3.0,4.0,,,,,3.0,4.0,,,,,3.0,4.0,,,0.0,1.0,,,,
3468,6.0,11.0,,,,,,,,,,,,,0.0,3.0,4.0,7.0,2.0,4.0,3.0,7.0,0.0,2.0,3.0,1.0,0.0,1.0,6.0,10.0,0.0,1.0,0.0,4.0,,,,
4943,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,
934,82.0,106.0,17.0,15.0,,,0.0,1.0,7.0,19.0,,,11.0,21.0,47.0,50.0,63.0,86.0,19.0,20.0,46.0,61.0,4.0,7.0,26.0,23.0,6.0,15.0,65.0,80.0,17.0,26.0,28.0,25.0,2.0,2.0,1.0,1.0
1690,0.0,2.0,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,2.0,,,,,,,0.0,2.0,,,,,,,,
4270,0.0,6.0,,,,,,,,,,,,,,,0.0,3.0,0.0,3.0,0.0,4.0,0.0,2.0,,,,,0.0,6.0,,,0.0,4.0,0.0,2.0,,
4942,33.0,59.0,7.0,12.0,,,,,3.0,7.0,,,5.0,12.0,5.0,23.0,14.0,42.0,19.0,17.0,20.0,32.0,6.0,18.0,4.0,8.0,1.0,1.0,29.0,48.0,4.0,11.0,11.0,14.0,7.0,2.0,,
6601,21.0,27.0,0.0,2.0,,,,,,,,,0.0,2.0,0.0,1.0,1.0,5.0,20.0,22.0,2.0,5.0,12.0,18.0,,,1.0,1.0,20.0,26.0,1.0,1.0,4.0,2.0,4.0,2.0,,
3297,8.0,26.0,2.0,6.0,,,,,0.0,1.0,,,3.0,4.0,3.0,15.0,6.0,20.0,2.0,6.0,7.0,20.0,0.0,4.0,1.0,2.0,,,8.0,25.0,0.0,1.0,3.0,9.0,0.0,1.0,,
2843,23.0,30.0,,,,,,,,,,,,,0.0,4.0,7.0,12.0,16.0,18.0,17.0,16.0,6.0,10.0,,,0.0,4.0,23.0,26.0,0.0,4.0,3.0,8.0,2.0,4.0,,
1172,1.0,3.0,,,,,,,,,,,,,1.0,3.0,1.0,3.0,,,1.0,3.0,,,,,,,0.0,2.0,1.0,1.0,1.0,1.0,,,,
6777,0.0,2.0,,,,,,,,,,,,,0.0,2.0,0.0,2.0,,,,,0.0,2.0,,,,,0.0,2.0,,,,,,,,
6379,5.0,8.0,0.0,1.0,,,,,,,,,,,1.0,5.0,4.0,7.0,1.0,1.0,1.0,4.0,2.0,4.0,,,,,5.0,8.0,,,2.0,1.0,,,,
6012,26.0,31.0,0.0,6.0,,,,,3.0,3.0,,,3.0,4.0,7.0,12.0,20.0,19.0,6.0,12.0,21.0,26.0,1.0,2.0,0.0,3.0,,,24.0,27.0,2.0,4.0,8.0,8.0,1.0,1.0,,
2835,5.0,7.0,2.0,4.0,,,,,,,,,,,1.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,0.0,1.0,3.0,5.0,,,5.0,6.0,0.0,1.0,3.0,1.0,2.0,0.0,,
3820,1.0,14.0,0.0,5.0,,,,,,,,,,,0.0,6.0,1.0,7.0,0.0,7.0,0.0,1.0,0.0,5.0,1.0,6.0,0.0,2.0,1.0,12.0,0.0,2.0,0.0,3.0,0.0,1.0,,
2929,0.0,2.0,,,,,,,,,,,,,0.0,2.0,0.0,2.0,,,0.0,2.0,,,,,,,,,0.0,2.0,,,,,,
1056,0.0,1.0,,,,,,,0.0,1.0,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,
3070,0.0,1.0,,,,,,,,,0.0,1.0,,,,,0.0,1.0,,,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,
1953,0.0,6.0,,,,,,,,,,,0.0,6.0,,,0.0,6.0,,,0.0,5.0,,,,,0.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,,,,
3092,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,,,,,,
2873,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,0.0,,,0.0,1.0,,,1.0,1.0,,,,,,,,
1886,0.0,2.0,,,,,,,,,,,,,0.0,2.0,0.0,2.0,,,0.0,2.0,,,,,,,0.0,2.0,,,,,,,,
1699,0.0,1.0,,,,,,,0.0,1.0,,,,,,,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,0.0,1.0,,,,
2966,8.0,28.0,3.0,5.0,,,,,0.0,1.0,,,0.0,5.0,5.0,17.0,5.0,23.0,3.0,5.0,6.0,16.0,1.0,9.0,0.0,2.0,1.0,1.0,6.0,19.0,2.0,9.0,2.0,5.0,1.0,0.0,,
4162,7.0,7.0,,,,,,,,,,,,,,,4.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,,,3.0,3.0,4.0,4.0,3.0,3.0,0.0,2.0,,,,
798,5.0,10.0,0.0,1.0,,,,,,,,,,,5.0,9.0,5.0,9.0,0.0,1.0,3.0,4.0,,,2.0,3.0,0.0,3.0,5.0,7.0,0.0,3.0,1.0,0.0,,,,
830,13.0,32.0,4.0,5.0,,,,,1.0,7.0,,,3.0,6.0,5.0,14.0,9.0,26.0,4.0,6.0,13.0,20.0,0.0,3.0,0.0,5.0,0.0,4.0,8.0,25.0,5.0,7.0,3.0,13.0,1.0,1.0,,
1581,3.0,9.0,,,,,,,,,,,0.0,3.0,3.0,6.0,3.0,9.0,,,,,3.0,8.0,,,0.0,1.0,3.0,8.0,0.0,1.0,0.0,3.0,,,,
3593,2.0,0.0,,,,,,,,,,,,,,,2.0,0.0,,,,,2.0,0.0,,,,,2.0,0.0,,,,,,,,
1340,4.0,17.0,1.0,1.0,,,,,0.0,4.0,,,,,3.0,12.0,3.0,16.0,1.0,1.0,3.0,8.0,0.0,6.0,1.0,1.0,0.0,2.0,4.0,14.0,0.0,3.0,2.0,4.0,1.0,0.0,,
3852,502.0,475.0,98.0,79.0,,,,,116.0,139.0,4.0,2.0,104.0,89.0,171.0,153.0,398.0,393.0,104.0,82.0,274.0,276.0,131.0,139.0,85.0,47.0,11.0,12.0,420.0,383.0,82.0,92.0,187.0,158.0,24.0,12.0,7.0,11.0
1462,64.0,96.0,4.0,7.0,,,,,3.0,8.0,,,12.0,15.0,45.0,66.0,60.0,89.0,4.0,7.0,15.0,21.0,43.0,68.0,1.0,1.0,5.0,6.0,58.0,88.0,6.0,8.0,23.0,32.0,,,,
4630,13.0,6.0,,,,,,,,,,,,,,,,,13.0,6.0,5.0,1.0,7.0,4.0,,,,,13.0,6.0,,,2.0,2.0,2.0,2.0,,
3543,3.0,6.0,1.0,1.0,,,,,,,,,,,2.0,5.0,2.0,5.0,1.0,1.0,,,3.0,6.0,,,,,3.0,6.0,,,2.0,1.0,,,,
6185,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,
2473,4.0,9.0,,,,,,,,,,,1.0,4.0,3.0,5.0,4.0,9.0,,,,,4.0,9.0,,,,,4.0,9.0,,,3.0,2.0,,,,
2000,33.0,46.0,4.0,8.0,,,,,0.0,3.0,,,12.0,9.0,11.0,22.0,24.0,36.0,9.0,10.0,6.0,16.0,14.0,16.0,2.0,3.0,11.0,11.0,20.0,32.0,13.0,14.0,9.0,12.0,2.0,0.0,,
1534,11.0,20.0,0.0,1.0,,,,,0.0,2.0,,,1.0,1.0,10.0,16.0,11.0,19.0,0.0,1.0,8.0,11.0,3.0,9.0,,,,,11.0,19.0,0.0,1.0,2.0,3.0,,,,
4848,3.0,11.0,,,,,,,0.0,2.0,,,,,3.0,9.0,3.0,11.0,,,,,3.0,11.0,,,,,3.0,11.0,,,1.0,4.0,,,,
2067,0.0,6.0,,,,,,,,,,,,,0.0,6.0,0.0,6.0,,,,,0.0,6.0,,,,,0.0,6.0,,,0.0,1.0,,,,
5743,1.0,5.0,,,,,,,,,,,,,0.0,3.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,4.0,,,,,1.0,5.0,,,,,,,,
4476,5.0,6.0,0.0,1.0,,,,,,,,,,,1.0,4.0,5.0,4.0,0.0,2.0,,,4.0,6.0,,,,,5.0,5.0,0.0,1.0,0.0,1.0,,,,
2336,4.0,4.0,,,,,,,,,,,4.0,4.0,,,4.0,4.0,,,4.0,3.0,,,,,0.0,1.0,4.0,3.0,0.0,1.0,2.0,0.0,,,,
3019,1.0,3.0,,,,,,,,,,,,,,,1.0,1.0,0.0,2.0,0.0,1.0,,,,,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,,
3694,238.0,276.0,35.0,48.0,,,,,37.0,52.0,3.0,3.0,16.0,25.0,132.0,130.0,191.0,215.0,47.0,61.0,120.0,131.0,61.0,94.0,43.0,38.0,14.0,13.0,186.0,219.0,52.0,57.0,86.0,84.0,11.0,21.0,2.0,8.0
1532,388.0,340.0,39.0,43.0,,,,,58.0,69.0,,,50.0,51.0,238.0,177.0,346.0,297.0,42.0,43.0,104.0,115.0,264.0,194.0,11.0,11.0,9.0,20.0,376.0,305.0,12.0,35.0,123.0,126.0,7.0,6.0,8.0,7.0
950,126.0,121.0,5.0,14.0,,,,,15.0,19.0,,,23.0,23.0,81.0,63.0,118.0,104.0,8.0,17.0,35.0,33.0,74.0,63.0,0.0,2.0,17.0,23.0,92.0,84.0,34.0,37.0,42.0,27.0,3.0,1.0,1.0,1.0
1895,7.0,4.0,0.0,1.0,,,,,,,,,,,,,2.0,0.0,5.0,4.0,4.0,3.0,3.0,1.0,,,,,7.0,4.0,,,1.0,0.0,1.0,0.0,,
5174,1.0,2.0,,,,,,,,,,,,,1.0,2.0,1.0,2.0,,,,,1.0,2.0,,,,,1.0,2.0,,,,,,,,
5040,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,1.0,2.0,0.0,1.0,,,1.0,1.0,,,1.0,2.0,,,,,,,,
3720,616.0,262.0,148.0,64.0,13.0,5.0,,,128.0,73.0,3.0,3.0,47.0,25.0,225.0,72.0,427.0,183.0,189.0,79.0,370.0,157.0,98.0,56.0,129.0,41.0,19.0,7.0,545.0,232.0,71.0,30.0,182.0,102.0,32.0,25.0,30.0,16.0
1906,9.0,19.0,,,,,,,,,,,0.0,9.0,0.0,5.0,4.0,14.0,5.0,5.0,3.0,12.0,0.0,2.0,,,6.0,5.0,3.0,13.0,6.0,6.0,2.0,5.0,1.0,1.0,,
1159,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,,,0.0,1.0,,,0.0,1.0,,,,,,,,
2117,3.0,4.0,,,,,,,,,,,0.0,1.0,3.0,3.0,3.0,4.0,,,,,3.0,4.0,,,,,3.0,4.0,,,,,,,,
4354,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,
1260,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,,,0.0,1.0,,,0.0,1.0,,,,,,,,
6213,2.0,3.0,,,,,,,,,,,,,0.0,2.0,2.0,3.0,,,2.0,3.0,,,,,,,2.0,3.0,,,,,,,,
3158,1.0,2.0,,,,,,,,,,,,,1.0,2.0,1.0,2.0,,,1.0,1.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,1.0,0.0,,,,
6160,8.0,5.0,,,,,,,,,,,,,0.0,2.0,3.0,4.0,5.0,1.0,0.0,1.0,7.0,3.0,,,,,8.0,5.0,,,0.0,1.0,,,,
5046,166.0,205.0,14.0,35.0,,,,,23.0,43.0,1.0,1.0,26.0,31.0,77.0,76.0,129.0,155.0,37.0,50.0,61.0,97.0,92.0,89.0,13.0,17.0,0.0,2.0,155.0,181.0,11.0,24.0,48.0,63.0,9.0,11.0,0.0,2.0
2790,2.0,5.0,,,,,,,,,,,,,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,,,0.0,2.0,0.0,2.0,2.0,3.0,0.0,2.0,,,,,,
1962,269.0,227.0,39.0,32.0,,,,,21.0,43.0,1.0,2.0,26.0,24.0,156.0,115.0,204.0,183.0,65.0,44.0,94.0,92.0,153.0,106.0,10.0,10.0,12.0,19.0,249.0,193.0,20.0,34.0,79.0,77.0,13.0,5.0,5.0,11.0
1089,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,
6735,0.0,1.0,,,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,
4067,1.0,3.0,,,,,,,,,,,,,,,0.0,1.0,1.0,2.0,,,1.0,3.0,,,,,1.0,3.0,,,,,,,,
1147,117.0,137.0,3.0,12.0,,,,,11.0,11.0,,,10.0,14.0,81.0,92.0,105.0,120.0,12.0,17.0,17.0,26.0,91.0,93.0,1.0,3.0,8.0,15.0,99.0,108.0,18.0,29.0,38.0,49.0,5.0,1.0,1.0,1.0
6744,1.0,3.0,,,,,,,,,,,,,1.0,3.0,1.0,3.0,,,0.0,1.0,1.0,2.0,,,,,1.0,2.0,0.0,1.0,,,,,,
4879,57.0,89.0,12.0,20.0,,,,,0.0,3.0,1.0,1.0,3.0,6.0,24.0,50.0,32.0,61.0,25.0,28.0,24.0,41.0,25.0,34.0,3.0,13.0,2.0,1.0,50.0,75.0,7.0,14.0,12.0,24.0,2.0,4.0,,
3917,181.0,225.0,31.0,51.0,,,,,24.0,48.0,,,9.0,15.0,115.0,109.0,150.0,174.0,31.0,51.0,94.0,134.0,17.0,39.0,67.0,41.0,3.0,11.0,132.0,159.0,49.0,66.0,54.0,58.0,6.0,8.0,4.0,2.0
2454,0.0,3.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,,,,,,,0.0,3.0,,,,,,,,
997,47.0,69.0,3.0,8.0,,,,,3.0,6.0,0.0,1.0,8.0,12.0,12.0,15.0,26.0,39.0,21.0,30.0,32.0,43.0,7.0,15.0,4.0,5.0,4.0,6.0,42.0,61.0,5.0,8.0,12.0,26.0,3.0,8.0,,
3690,4.0,4.0,,,,,,,,,,,,,0.0,2.0,4.0,3.0,0.0,1.0,0.0,1.0,3.0,3.0,,,1.0,0.0,3.0,4.0,1.0,0.0,2.0,1.0,,,,
2942,2.0,2.0,,,,,,,,,,,,,,,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,,,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,,,,
4251,15.0,20.0,,,,,,,,,,,0.0,1.0,0.0,2.0,6.0,6.0,9.0,14.0,9.0,16.0,4.0,0.0,0.0,1.0,2.0,1.0,13.0,18.0,2.0,2.0,2.0,6.0,1.0,5.0,,
5536,0.0,2.0,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,2.0,,,,,,,0.0,2.0,,,,,,,,
4423,56.0,92.0,4.0,18.0,,,,,0.0,6.0,0.0,1.0,2.0,17.0,23.0,36.0,37.0,64.0,19.0,28.0,38.0,66.0,4.0,9.0,4.0,13.0,9.0,3.0,40.0,77.0,16.0,15.0,19.0,20.0,5.0,3.0,,
1863,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,,,,,,
6486,1.0,1.0,,,,,,,,,,,,,0.0,1.0,1.0,1.0,,,1.0,0.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,
3645,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,0.0,,,,
1256,59.0,96.0,13.0,21.0,,,,,8.0,10.0,,,11.0,16.0,27.0,49.0,44.0,73.0,15.0,23.0,27.0,52.0,1.0,9.0,24.0,24.0,7.0,11.0,48.0,75.0,11.0,21.0,25.0,36.0,1.0,9.0,,
3080,0.0,3.0,,,,,,,,,,,,,0.0,1.0,0.0,3.0,,,0.0,2.0,0.0,1.0,,,,,0.0,3.0,,,,,,,,
4146,3.0,1.0,,,,,,,,,,,,,,,1.0,0.0,2.0,1.0,3.0,1.0,,,,,,,3.0,1.0,,,0.0,1.0,0.0,1.0,,
5266,15.0,15.0,,,,,,,,,,,,,,,5.0,5.0,10.0,10.0,1.0,2.0,12.0,12.0,,,,,15.0,15.0,,,2.0,3.0,2.0,0.0,,
5166,216.0,261.0,34.0,46.0,,,,,40.0,60.0,,,20.0,35.0,121.0,119.0,181.0,214.0,35.0,47.0,149.0,174.0,14.0,49.0,53.0,38.0,,,165.0,196.0,51.0,65.0,73.0,78.0,9.0,3.0,1.0,9.0
2187,0.0,3.0,0.0,1.0,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,,,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,1.0,,,,
3638,17.0,13.0,,,,,,,,,,,,,,,6.0,3.0,11.0,10.0,7.0,8.0,10.0,5.0,,,,,17.0,13.0,,,4.0,2.0,2.0,1.0,,
6412,80.0,69.0,13.0,12.0,,,,,13.0,13.0,,,12.0,9.0,31.0,20.0,62.0,51.0,18.0,18.0,17.0,32.0,58.0,30.0,5.0,6.0,,,71.0,62.0,9.0,7.0,26.0,22.0,5.0,3.0,5.0,1.0
5798,5.0,12.0,,,,,,,,,,,,,,,4.0,5.0,1.0,7.0,4.0,9.0,,,,,,,5.0,12.0,,,0.0,2.0,0.0,1.0,,
2205,99.0,137.0,12.0,21.0,,,,,14.0,21.0,1.0,2.0,26.0,29.0,29.0,48.0,74.0,101.0,25.0,36.0,67.0,84.0,3.0,17.0,12.0,19.0,17.0,17.0,73.0,108.0,26.0,29.0,28.0,39.0,9.0,6.0,,
1393,20.0,28.0,2.0,2.0,,,,,5.0,4.0,,,2.0,5.0,11.0,16.0,18.0,25.0,2.0,3.0,2.0,4.0,11.0,15.0,1.0,2.0,6.0,7.0,14.0,21.0,6.0,7.0,7.0,11.0,,,,
4906,4.0,2.0,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,,,3.0,1.0,,,0.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,,,,
2836,4.0,13.0,,,,,,,,,,,2.0,3.0,2.0,10.0,4.0,13.0,,,3.0,4.0,1.0,4.0,0.0,5.0,,,3.0,12.0,1.0,1.0,3.0,1.0,,,,
1230,346.0,259.0,50.0,39.0,,,,,77.0,53.0,1.0,2.0,43.0,43.0,144.0,99.0,270.0,199.0,76.0,60.0,128.0,97.0,169.0,95.0,6.0,16.0,43.0,51.0,279.0,188.0,67.0,71.0,100.0,81.0,12.0,13.0,7.0,8.0
3995,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,,,,,,
4603,10.0,5.0,,,,,,,,,,,,,,,0.0,1.0,10.0,4.0,0.0,3.0,7.0,2.0,,,,,10.0,5.0,,,1.0,1.0,1.0,1.0,,
2863,50.0,46.0,2.0,7.0,,,,,,,,,18.0,19.0,3.0,8.0,28.0,28.0,22.0,18.0,32.0,35.0,3.0,2.0,1.0,5.0,14.0,4.0,33.0,40.0,17.0,6.0,11.0,15.0,1.0,4.0,,
5044,79.0,127.0,10.0,22.0,,,,,13.0,15.0,,,7.0,18.0,45.0,72.0,67.0,105.0,12.0,22.0,58.0,89.0,1.0,13.0,20.0,25.0,,,68.0,109.0,11.0,18.0,33.0,31.0,1.0,3.0,0.0,1.0
1730,4.0,12.0,0.0,2.0,,,,,,,,,0.0,2.0,4.0,7.0,4.0,10.0,0.0,2.0,4.0,8.0,0.0,2.0,0.0,2.0,,,1.0,10.0,3.0,2.0,2.0,2.0,0.0,1.0,,
1114,1.0,3.0,,,,,,,0.0,1.0,,,0.0,1.0,1.0,1.0,1.0,3.0,,,1.0,3.0,,,,,,,1.0,3.0,,,,,,,,
4659,172.0,213.0,24.0,37.0,,,,,18.0,28.0,0.0,1.0,15.0,25.0,88.0,105.0,125.0,162.0,47.0,51.0,107.0,124.0,33.0,55.0,26.0,28.0,4.0,6.0,126.0,160.0,46.0,53.0,60.0,59.0,10.0,7.0,4.0,0.0
2508,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,
4657,4.0,7.0,,,,,,,,,,,,,,,3.0,1.0,1.0,6.0,1.0,2.0,3.0,5.0,,,,,4.0,7.0,,,1.0,1.0,0.0,1.0,,
1904,1.0,2.0,,,,,,,,,,,,,1.0,2.0,1.0,2.0,,,,,,,1.0,2.0,,,1.0,2.0,,,1.0,0.0,,,,
801,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,0.0,1.0,,,,,,,0.0,1.0,,,0.0,1.0,,,,
1103,1.0,3.0,,,,,,,,,,,,,,,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,,,,,1.0,3.0,,,0.0,1.0,,,,
3812,201.0,244.0,31.0,39.0,,,,,25.0,49.0,1.0,2.0,16.0,24.0,114.0,114.0,160.0,190.0,41.0,54.0,53.0,102.0,130.0,110.0,13.0,19.0,5.0,11.0,179.0,204.0,22.0,40.0,55.0,78.0,8.0,9.0,1.0,4.0
2050,2.0,12.0,,,,,,,1.0,2.0,,,0.0,2.0,1.0,8.0,2.0,12.0,,,1.0,1.0,1.0,11.0,,,,,2.0,12.0,,,1.0,2.0,,,,
2312,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,
1512,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,,0.0,1.0,,,,,,,,
4001,1.0,4.0,0.0,1.0,,,,,,,,,,,1.0,3.0,1.0,3.0,0.0,1.0,1.0,3.0,,,0.0,1.0,,,0.0,2.0,1.0,2.0,,,,,,
2558,14.0,20.0,0.0,2.0,,,,,,,,,4.0,6.0,7.0,10.0,12.0,17.0,2.0,3.0,12.0,18.0,1.0,2.0,,,1.0,0.0,12.0,17.0,2.0,3.0,4.0,3.0,,,,
4914,179.0,197.0,34.0,39.0,,,,,26.0,30.0,,,29.0,32.0,76.0,92.0,135.0,155.0,44.0,42.0,70.0,93.0,93.0,85.0,16.0,19.0,,,165.0,174.0,14.0,23.0,47.0,71.0,3.0,5.0,2.0,3.0
2090,1.0,4.0,,,,,,,,,,,,,1.0,4.0,1.0,4.0,,,1.0,4.0,,,,,,,1.0,4.0,,,0.0,1.0,,,,
2882,313.0,204.0,69.0,38.0,,,1.0,1.0,71.0,64.0,4.0,3.0,35.0,27.0,109.0,57.0,234.0,154.0,79.0,50.0,180.0,118.0,51.0,41.0,51.0,23.0,31.0,22.0,235.0,158.0,78.0,46.0,105.0,69.0,15.0,6.0,11.0,11.0
1093,4.0,14.0,,,,,,,1.0,3.0,,,2.0,3.0,1.0,8.0,4.0,14.0,,,2.0,6.0,0.0,1.0,1.0,2.0,1.0,5.0,3.0,9.0,1.0,5.0,0.0,6.0,,,,
5022,0.0,7.0,,,,,,,,,,,,,0.0,1.0,0.0,3.0,0.0,4.0,0.0,5.0,0.0,2.0,,,,,0.0,6.0,0.0,1.0,0.0,1.0,,,,
2202,267.0,288.0,22.0,46.0,,,,,10.0,19.0,2.0,2.0,48.0,39.0,156.0,169.0,221.0,230.0,46.0,58.0,160.0,158.0,16.0,39.0,31.0,37.0,60.0,54.0,176.0,204.0,91.0,84.0,91.0,86.0,7.0,13.0,3.0,4.0
893,265.0,142.0,47.0,26.0,2.0,4.0,2.0,2.0,51.0,30.0,,,35.0,21.0,120.0,51.0,208.0,106.0,57.0,36.0,60.0,31.0,143.0,73.0,23.0,14.0,39.0,24.0,207.0,108.0,58.0,34.0,79.0,45.0,5.0,9.0,13.0,5.0
871,5.0,16.0,1.0,5.0,,,,,,,,,0.0,3.0,4.0,8.0,4.0,11.0,1.0,5.0,2.0,7.0,0.0,2.0,3.0,5.0,0.0,2.0,5.0,11.0,0.0,5.0,2.0,7.0,1.0,2.0,,
3305,8.0,27.0,1.0,5.0,,,,,0.0,1.0,,,5.0,7.0,2.0,14.0,7.0,22.0,1.0,5.0,1.0,6.0,7.0,20.0,0.0,1.0,,,8.0,27.0,,,5.0,5.0,0.0,1.0,,
6550,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,0.0,1.0,,,,,0.0,1.0,,,,,,,,
5074,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,
6057,186.0,182.0,41.0,37.0,,,,,31.0,44.0,0.0,1.0,20.0,25.0,77.0,71.0,130.0,141.0,56.0,41.0,127.0,107.0,21.0,43.0,38.0,32.0,,,173.0,159.0,13.0,23.0,59.0,53.0,8.0,3.0,4.0,2.0
